,System,Formula,Algorithm,satisfied,ifp,ttot
0,dining_2.aut,invariantly_inevitably_eat.mcf,NAIVE,False,9,0.003523749
1,dining_2.aut,invariantly_inevitably_eat.mcf,EMERSON_LEI,False,9,0.006351778000000001
2,dining_2.aut,invariantly_plato_starves.mcf,NAIVE,False,24,0.011628030000000001
3,dining_2.aut,invariantly_plato_starves.mcf,EMERSON_LEI,False,12,0.014880855
4,dining_2.aut,invariantly_possibly_eat.mcf,NAIVE,False,63,0.041430495000000005
5,dining_2.aut,invariantly_possibly_eat.mcf,EMERSON_LEI,False,63,0.06091810500000001
6,dining_2.aut,plato_infinitely_often_can_eat.mcf,NAIVE,True,18,0.065825782
7,dining_2.aut,plato_infinitely_often_can_eat.mcf,EMERSON_LEI,True,18,0.07312679200000001
8,dining_3.aut,invariantly_inevitably_eat.mcf,NAIVE,False,15,0.080652505
9,dining_3.aut,invariantly_inevitably_eat.mcf,EMERSON_LEI,False,15,0.087267807
10,dining_3.aut,invariantly_plato_starves.mcf,NAIVE,False,40,0.099046744
11,dining_3.aut,invariantly_plato_starves.mcf,EMERSON_LEI,False,16,0.103685963
12,dining_3.aut,invariantly_possibly_eat.mcf,NAIVE,False,108,0.150770926
13,dining_3.aut,invariantly_possibly_eat.mcf,EMERSON_LEI,False,108,0.19653504200000002
14,dining_3.aut,plato_infinitely_often_can_eat.mcf,NAIVE,True,24,0.20893418500000002
15,dining_3.aut,plato_infinitely_often_can_eat.mcf,EMERSON_LEI,True,24,0.220833617
16,dining_4.aut,invariantly_inevitably_eat.mcf,NAIVE,False,28,0.24026971100000002
17,dining_4.aut,invariantly_inevitably_eat.mcf,EMERSON_LEI,False,28,0.258966682
18,dining_4.aut,invariantly_plato_starves.mcf,NAIVE,False,50,0.285773123
19,dining_4.aut,invariantly_plato_starves.mcf,EMERSON_LEI,False,20,0.29537582700000004
20,dining_4.aut,invariantly_possibly_eat.mcf,NAIVE,False,180,0.437858134
21,dining_4.aut,invariantly_possibly_eat.mcf,EMERSON_LEI,False,180,0.57421002
22,dining_4.aut,plato_infinitely_often_can_eat.mcf,NAIVE,True,30,0.5992911750000001
23,dining_4.aut,plato_infinitely_often_can_eat.mcf,EMERSON_LEI,True,30,0.6216078540000001
24,dining_5.aut,invariantly_inevitably_eat.mcf,NAIVE,False,36,0.701254887
25,dining_5.aut,invariantly_inevitably_eat.mcf,EMERSON_LEI,False,36,0.7835958470000001
26,dining_5.aut,invariantly_plato_starves.mcf,NAIVE,False,65,0.8785916100000001
27,dining_5.aut,invariantly_plato_starves.mcf,EMERSON_LEI,False,26,0.912319536
28,dining_5.aut,invariantly_possibly_eat.mcf,NAIVE,False,252,1.336113692
29,dining_5.aut,invariantly_possibly_eat.mcf,EMERSON_LEI,False,252,1.7706684620000002
30,dining_5.aut,plato_infinitely_often_can_eat.mcf,NAIVE,True,36,1.8480592980000001
31,dining_5.aut,plato_infinitely_often_can_eat.mcf,EMERSON_LEI,True,36,1.918538419
32,dining_6.aut,invariantly_inevitably_eat.mcf,NAIVE,False,55,2.3459785980000003
33,dining_6.aut,invariantly_inevitably_eat.mcf,EMERSON_LEI,False,55,2.73131459
