,System,Formula,Algorithm,satisfied,ifp,ttot
34,dining_6.aut,invariantly_plato_starves.mcf,NAIVE,False,75,3.1062404210000003
35,dining_6.aut,invariantly_plato_starves.mcf,EMERSON_LEI,False,30,3.253238608
36,dining_6.aut,invariantly_possibly_eat.mcf,NAIVE,False,357,5.842653564000001
37,dining_6.aut,invariantly_possibly_eat.mcf,EMERSON_LEI,False,357,8.599680072
38,dining_6.aut,plato_infinitely_often_can_eat.mcf,NAIVE,True,42,8.945048831000001
39,dining_6.aut,plato_infinitely_often_can_eat.mcf,EMERSON_LEI,True,42,9.25147885
40,dining_7.aut,invariantly_inevitably_eat.mcf,NAIVE,False,65,11.311124878000001
41,dining_7.aut,invariantly_inevitably_eat.mcf,EMERSON_LEI,False,65,13.342720894000001
42,dining_7.aut,invariantly_plato_starves.mcf,NAIVE,False,90,15.388586614000001
43,dining_7.aut,invariantly_plato_starves.mcf,EMERSON_LEI,False,36,16.215780192
44,dining_7.aut,invariantly_possibly_eat.mcf,NAIVE,False,456,29.849556071000002
45,dining_7.aut,invariantly_possibly_eat.mcf,EMERSON_LEI,False,456,44.065198859000006
46,dining_7.aut,plato_infinitely_often_can_eat.mcf,NAIVE,True,48,45.598016458000004
47,dining_7.aut,plato_infinitely_often_can_eat.mcf,EMERSON_LEI,True,48,47.115687875000006
48,dining_8.aut,invariantly_inevitably_eat.mcf,NAIVE,False,90,58.584736913
49,dining_8.aut,invariantly_inevitably_eat.mcf,EMERSON_LEI,False,90,70.29636770900001
50,dining_8.aut,invariantly_plato_starves.mcf,NAIVE,False,100,79.818121387
51,dining_8.aut,invariantly_plato_starves.mcf,EMERSON_LEI,False,40,83.634720544
52,dining_8.aut,invariantly_possibly_eat.mcf,NAIVE,False,594,162.491765501
53,dining_8.aut,invariantly_possibly_eat.mcf,EMERSON_LEI,False,594,248.52231815200003
54,dining_8.aut,plato_infinitely_often_can_eat.mcf,NAIVE,True,54,256.309383206
55,dining_8.aut,plato_infinitely_often_can_eat.mcf,EMERSON_LEI,True,54,263.71138097600004
56,dining_9.aut,invariantly_inevitably_eat.mcf,NAIVE,False,102,320.974186726
57,dining_9.aut,invariantly_inevitably_eat.mcf,EMERSON_LEI,False,102,376.509436165
58,dining_9.aut,invariantly_plato_starves.mcf,NAIVE,False,115,428.51607057300004
59,dining_9.aut,invariantly_plato_starves.mcf,EMERSON_LEI,False,46,449.69851992
60,dining_9.aut,invariantly_possibly_eat.mcf,NAIVE,False,720,828.820811895
61,dining_9.aut,invariantly_possibly_eat.mcf,EMERSON_LEI,False,720,1210.375246625
62,dining_9.aut,plato_infinitely_often_can_eat.mcf,NAIVE,True,60,1240.549465152
63,dining_9.aut,plato_infinitely_often_can_eat.mcf,EMERSON_LEI,True,60,1270.447896423
64,dining_10.aut,invariantly_inevitably_eat.mcf,NAIVE,False,133,1578.0437815320001
65,dining_10.aut,invariantly_inevitably_eat.mcf,EMERSON_LEI,False,133,1912.5549648390001
66,dining_10.aut,invariantly_plato_starves.mcf,NAIVE,False,125,2134.3313900820003
67,dining_10.aut,invariantly_plato_starves.mcf,EMERSON_LEI,False,50,2242.817926879
68,dining_10.aut,invariantly_possibly_eat.mcf,NAIVE,False,891,4138.138323176
69,dining_10.aut,invariantly_possibly_eat.mcf,EMERSON_LEI,False,891,5827.0464787420005
70,dining_10.aut,plato_infinitely_often_can_eat.mcf,NAIVE,True,66,5948.141859704
71,dining_10.aut,plato_infinitely_often_can_eat.mcf,EMERSON_LEI,True,66,6056.909804754
